ALUMNO_ID,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Doc.Firma,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,Tercer.Par,TPLab.,Lab.,Proy.,Pond.PP,Pond.SP,Pond.TPLab,Pond.Lab,Pond.Proy,Asis,Requisito,Firma,Primer.Rec,Segundo.Rec,Nota.Final,FirmaCalculada
FIUNA_ALUMNO_005925,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,33,43,0,40,100,0,40,40,10,10,0,1,1,0.0,28,0,,
FIUNA_ALUMNO_007516,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,33,43,0,40,100,0,40,40,10,10,0,1,1,0.0,28,0,,
FIUNA_ALUMNO_005493,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,5,10,0,20,80,0,40,40,10,10,0,1,0,0.0,0,0,,
FIUNA_ALUMNO_007517,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,5,10,0,20,80,0,40,40,10,10,0,1,0,0.0,0,0,,
FIUNA_ALUMNO_006375,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,30,30,0,50,100,0,40,40,10,10,0,1,1,0.0,14,0,,
FIUNA_ALUMNO_006806,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,30,30,0,50,100,0,40,40,10,10,0,1,1,0.0,14,0,,
FIUNA_ALUMNO_005531,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,50,0,20,100,0,40,40,10,10,0,1,1,52.0,0,0,2F-1,
FIUNA_ALUMNO_007525,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,50,0,20,100,0,40,40,10,10,0,1,1,52.0,0,0,2F-1,
FIUNA_ALUMNO_006379,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,65,0,50,80,0,40,40,10,10,0,1,1,57.0,0,0,1F-2,
FIUNA_ALUMNO_006811,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,65,0,50,80,0,40,40,10,10,0,1,1,57.0,0,0,1F-2,
FIUNA_ALUMNO_006819,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,23,45,0,60,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_008841,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,23,45,0,60,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_005963,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,63,48,0,50,100,0,40,40,10,10,0,1,1,59.0,42,0,2F-3,
FIUNA_ALUMNO_007449,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,63,48,0,50,100,0,40,40,10,10,0,1,1,59.0,42,0,2F-3,
FIUNA_ALUMNO_005973,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,S,2024,38,58,0,50,100,0,40,40,10,10,0,1,1,53.0,0,0,1F-2,
FIUNA_ALUMNO_007537,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,S,2024,38,58,0,50,100,0,40,40,10,10,0,1,1,53.0,0,0,1F-2,
FIUNA_ALUMNO_006830,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,55,20,0,70,90,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_008845,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,55,20,0,70,90,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_004581,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,8,70,0,50,100,0,40,40,10,10,0,2,1,64.0,52,0,2F-1,
FIUNA_ALUMNO_004826,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,8,70,0,50,100,0,40,40,10,10,0,2,1,64.0,52,0,2F-1,
FIUNA_ALUMNO_006839,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,S,2024,70,48,0,30,90,0,40,40,10,10,0,1,1,62.0,56,0,2F-2,
FIUNA_ALUMNO_008853,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,S,2024,70,48,0,30,90,0,40,40,10,10,0,1,1,62.0,56,0,2F-2,
FIUNA_ALUMNO_006845,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,40,0,30,100,0,40,40,10,10,0,1,1,0.0,24,0,,
FIUNA_ALUMNO_009459,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,40,0,30,100,0,40,40,10,10,0,1,1,0.0,24,0,,
FIUNA_ALUMNO_006031,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,53,0,50,90,0,40,40,10,10,0,1,1,53.0,0,0,1F-2,
FIUNA_ALUMNO_007861,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,45,53,0,50,90,0,40,40,10,10,0,1,1,53.0,0,0,1F-2,
FIUNA_ALUMNO_011224,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,5,15,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_011707,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,5,15,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_002025,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,40,0,40,80,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_002341,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,40,0,40,80,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_006429,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,15,0,0,100,0,40,40,10,10,0,1,0,0.0,0,0,,
FIUNA_ALUMNO_006854,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,15,0,0,100,0,40,40,10,10,0,1,0,0.0,0,0,,
FIUNA_ALUMNO_006431,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,13,0,0,20,70,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_006857,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,13,0,0,20,70,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_005626,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37614,N,2024,13,55,0,50,80,0,40,40,10,10,0,1,1,52.0,42,0,2F-1,
FIUNA_ALUMNO_007369,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37614,N,2024,13,55,0,50,80,0,40,40,10,10,0,1,1,52.0,42,0,2F-1,
FIUNA_ALUMNO_006866,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,N,2024,30,73,0,60,100,0,40,40,10,10,0,1,1,57.0,20,0,2F-1,
FIUNA_ALUMNO_009445,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,37286,N,2024,30,73,0,60,100,0,40,40,10,10,0,1,1,57.0,20,0,2F-1,
FIUNA_ALUMNO_005313,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,25,0,0,20,90,0,40,40,10,10,0,2,1,0.0,0,0,,
FIUNA_ALUMNO_008165,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,25,0,0,20,90,0,40,40,10,10,0,2,1,0.0,0,0,,
FIUNA_ALUMNO_006076,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,10,20,0,20,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_006882,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,10,20,0,20,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_006453,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,N,2024,50,85,0,70,100,0,40,40,10,10,0,1,1,71.0,0,0,1F-3,
FIUNA_ALUMNO_006890,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,N,2024,50,85,0,70,100,0,40,40,10,10,0,1,1,71.0,0,0,1F-3,
FIUNA_ALUMNO_006086,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,73,60,0,60,90,0,40,40,10,10,0,1,1,68.0,0,0,1F-2,
FIUNA_ALUMNO_007878,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,73,60,0,60,90,0,40,40,10,10,0,1,1,68.0,0,0,1F-2,
FIUNA_ALUMNO_008885,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,25,53,0,60,90,0,40,40,10,10,0,1,1,0.0,18,0,,
FIUNA_ALUMNO_010183,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,25,53,0,60,90,0,40,40,10,10,0,1,1,0.0,18,0,,
FIUNA_ALUMNO_006461,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,10,58,0,40,70,0,40,40,10,10,0,1,1,0.0,34,0,,
FIUNA_ALUMNO_007376,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,10,58,0,40,70,0,40,40,10,10,0,1,1,0.0,34,0,,
FIUNA_ALUMNO_006908,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,10,43,0,40,0,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_009528,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,10,43,0,40,0,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_005041,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,30,60,0,70,100,0,40,40,10,10,0,1,1,53.0,0,0,2F-1,
FIUNA_ALUMNO_008780,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,30,60,0,70,100,0,40,40,10,10,0,1,1,53.0,0,0,2F-1,
FIUNA_ALUMNO_008902,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,5,40,0,50,100,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_010188,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,5,40,0,50,100,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_006474,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,65,0,50,90,0,40,40,10,10,0,1,1,59.0,0,0,1F-2,
FIUNA_ALUMNO_006924,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,65,0,50,90,0,40,40,10,10,0,1,1,59.0,0,0,1F-2,
FIUNA_ALUMNO_009672,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,36607,N,2024,45,25,0,70,80,0,40,40,10,10,0,1,1,35.0,0,0,"1F-1,2F-1",
FIUNA_ALUMNO_009859,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,36607,N,2024,45,25,0,70,80,0,40,40,10,10,0,1,1,35.0,0,0,"1F-1,2F-1",
FIUNA_ALUMNO_005669,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,5,25,0,30,100,0,40,40,10,10,0,1,1,0.0,26,0,,
FIUNA_ALUMNO_007619,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,5,25,0,30,100,0,40,40,10,10,0,1,1,0.0,26,0,,
FIUNA_ALUMNO_006122,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,30,33,0,10,100,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_007891,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,30,33,0,10,100,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_006486,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,48,53,0,60,100,0,40,40,10,10,0,1,1,56.0,0,0,"1F-1,2F-2",
FIUNA_ALUMNO_006944,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,48,53,0,60,100,0,40,40,10,10,0,1,1,56.0,0,0,"1F-1,2F-2",
FIUNA_ALUMNO_009793,13012,FISICA 3,MEC-PLS13 ,3,2,2024,2,37286,S,2024,58,53,0,50,100,0,40,40,10,10,0,1,1,59.0,0,0,"1F-1,2F-3",
FIUNA_ALUMNO_010340,13012,FISICA 3,MEC-PLS13 ,3,2,2024,2,37286,S,2024,58,53,0,50,100,0,40,40,10,10,0,1,1,59.0,0,0,"1F-1,2F-3",
FIUNA_ALUMNO_006488,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,25,0,10,100,0,40,40,10,10,0,2,1,0.0,4,0,,
FIUNA_ALUMNO_006945,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,0,25,0,10,100,0,40,40,10,10,0,2,1,0.0,4,0,,
FIUNA_ALUMNO_008936,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,13,18,0,30,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_010194,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,13,18,0,30,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_006964,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,43,75,0,50,80,0,40,40,10,10,0,2,1,60.0,38,0,2F-2,
FIUNA_ALUMNO_009504,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,43,75,0,50,80,0,40,40,10,10,0,2,1,60.0,38,0,2F-2,
FIUNA_ALUMNO_006496,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,35,35,0,40,80,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_006971,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,35,35,0,40,80,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_009681,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_009870,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_011215,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,35,38,0,50,90,0,40,40,10,10,0,1,1,0.0,30,0,,
FIUNA_ALUMNO_011709,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,35,38,0,50,90,0,40,40,10,10,0,1,1,0.0,30,0,,
FIUNA_ALUMNO_005350,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,18,45,0,60,80,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_007904,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,18,45,0,60,80,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_009689,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,20,55,0,60,100,0,40,40,10,10,0,1,1,57.0,48,0,2F-1,
FIUNA_ALUMNO_010201,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,N,2024,20,55,0,60,100,0,40,40,10,10,0,1,1,57.0,48,0,2F-1,
FIUNA_ALUMNO_005692,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,33,20,0,40,100,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_007001,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,33,20,0,40,100,0,40,40,10,10,0,1,1,0.0,40,0,,
FIUNA_ALUMNO_008979,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,70,75,0,70,100,0,40,40,10,10,0,1,1,75.0,0,0,1F-3,
FIUNA_ALUMNO_010308,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,70,75,0,70,100,0,40,40,10,10,0,1,1,75.0,0,0,1F-3,
FIUNA_ALUMNO_008984,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,65,48,0,50,100,0,40,40,10,10,0,1,1,70.0,72,0,2F-2,
FIUNA_ALUMNO_010203,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,65,48,0,50,100,0,40,40,10,10,0,1,1,70.0,72,0,2F-2,
FIUNA_ALUMNO_009693,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,3,18,0,40,80,0,40,40,10,10,0,1,1,0.0,26,0,,
FIUNA_ALUMNO_009888,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,3,18,0,40,80,0,40,40,10,10,0,1,1,0.0,26,0,,
FIUNA_ALUMNO_007020,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,0,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_009403,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,20,0,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_006524,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,68,60,0,40,100,0,40,40,10,10,0,1,1,65.0,0,0,2F-2,
FIUNA_ALUMNO_007478,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,68,60,0,40,100,0,40,40,10,10,0,1,1,65.0,0,0,2F-2,
FIUNA_ALUMNO_009695,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,N,2024,58,65,0,60,100,0,40,40,10,10,0,1,1,65.0,0,0,1F-3,
FIUNA_ALUMNO_009890,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,N,2024,58,65,0,60,100,0,40,40,10,10,0,1,1,65.0,0,0,1F-3,
FIUNA_ALUMNO_007023,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,S,2024,25,28,0,50,100,0,40,40,10,10,0,1,1,57.0,76,0,2F-3,
FIUNA_ALUMNO_008995,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37614,S,2024,25,28,0,50,100,0,40,40,10,10,0,1,1,57.0,76,0,2F-3,
FIUNA_ALUMNO_006528,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,3,30,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_007390,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,3,30,0,40,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_007029,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,37286,N,2024,55,70,0,70,100,0,40,40,10,10,0,1,1,67.0,0,0,1F-2,
FIUNA_ALUMNO_008998,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,37286,N,2024,55,70,0,70,100,0,40,40,10,10,0,1,1,67.0,0,0,1F-2,
FIUNA_ALUMNO_007033,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,30,40,0,50,90,0,40,40,10,10,0,1,1,0.0,38,0,,
FIUNA_ALUMNO_009405,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,30,40,0,50,90,0,40,40,10,10,0,1,1,0.0,38,0,,
FIUNA_ALUMNO_009905,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37614,S,2024,23,53,0,70,100,0,40,40,10,10,0,1,1,56.0,44,0,2F-4,
FIUNA_ALUMNO_010578,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37614,S,2024,23,53,0,70,100,0,40,40,10,10,0,1,1,56.0,44,0,2F-4,
FIUNA_ALUMNO_009016,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,45,0,0,0,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_010284,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,45,0,0,0,100,0,40,40,10,10,0,1,1,0.0,0,0,,
FIUNA_ALUMNO_007045,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37286,N,2024,15,68,0,70,100,0,40,40,10,10,0,1,1,68.0,60,0,2F-1,
FIUNA_ALUMNO_009021,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37286,N,2024,15,68,0,70,100,0,40,40,10,10,0,1,1,68.0,60,0,2F-1,
FIUNA_ALUMNO_006184,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,23,60,0,70,100,0,40,40,10,10,0,1,1,50.0,0,0,2F-1,
FIUNA_ALUMNO_007666,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,23,60,0,70,100,0,40,40,10,10,0,1,1,50.0,0,0,2F-1,
FIUNA_ALUMNO_010886,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,0,N,0,10,45,0,50,90,0,40,40,10,10,0,1,1,0.0,36,0,,
FIUNA_ALUMNO_011266,13012,FISICA 3,ECA-PLS13 ,3,2,2024,2,0,N,0,10,45,0,50,90,0,40,40,10,10,0,1,1,0.0,36,0,,
FIUNA_ALUMNO_006752,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,18,60,0,60,100,0,40,40,10,10,0,1,1,0.0,18,0,,
FIUNA_ALUMNO_007052,13012,FISICA 3,CGF-PLS13 ,3,2,2024,2,0,N,0,18,60,0,60,100,0,40,40,10,10,0,1,1,0.0,18,0,,
FIUNA_ALUMNO_010586,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,
FIUNA_ALUMNO_011713,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,
FIUNA_ALUMNO_009920,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,8,35,0,70,100,0,40,40,10,10,0,1,1,0.0,12,0,,
FIUNA_ALUMNO_010776,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,8,35,0,70,100,0,40,40,10,10,0,1,1,0.0,12,0,,
FIUNA_ALUMNO_010892,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,20,0,0,30,80,0,40,40,10,10,0,2,1,0.0,0,0,,
FIUNA_ALUMNO_011269,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,20,0,0,30,80,0,40,40,10,10,0,2,1,0.0,0,0,,
FIUNA_ALUMNO_010589,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,37614,S,2024,15,68,0,60,100,0,40,40,10,10,0,1,1,70.0,66,0,2F-2,
FIUNA_ALUMNO_011715,13012,FISICA 3,MCT-PLS13 ,3,2,2024,2,37614,S,2024,15,68,0,60,100,0,40,40,10,10,0,1,1,70.0,66,0,2F-2,
FIUNA_ALUMNO_011057,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,0,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_011577,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,0,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_011058,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,
FIUNA_ALUMNO_011671,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,0,0,0,0,100,0,40,40,10,10,0,0,0,0.0,0,0,,
FIUNA_ALUMNO_011059,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,45,0,60,100,0,40,40,10,10,0,1,1,53.0,0,0,"1F-1,2F-1",
FIUNA_ALUMNO_011270,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,48,45,0,60,100,0,40,40,10,10,0,1,1,53.0,0,0,"1F-1,2F-1",
FIUNA_ALUMNO_011209,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,55,0,60,90,0,40,40,10,10,0,1,1,57.0,0,0,1F-2,
FIUNA_ALUMNO_011718,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,50,55,0,60,90,0,40,40,10,10,0,1,1,57.0,0,0,1F-2,
FIUNA_ALUMNO_011226,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,38,20,0,30,90,0,40,40,10,10,0,1,1,0.0,32,0,,
FIUNA_ALUMNO_011719,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,0,N,0,38,20,0,30,90,0,40,40,10,10,0,1,1,0.0,32,0,,
FIUNA_ALUMNO_009710,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,53,55,0,40,100,0,40,40,10,10,0,1,1,57.0,0,0,"1F-1,2F-2",
FIUNA_ALUMNO_009931,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,53,55,0,40,100,0,40,40,10,10,0,1,1,57.0,0,0,"1F-1,2F-2",
FIUNA_ALUMNO_011061,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,28,58,0,70,100,0,40,40,10,10,0,1,1,51.0,0,0,"1F-1,2F-2",
FIUNA_ALUMNO_011272,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,S,2024,28,58,0,70,100,0,40,40,10,10,0,1,1,51.0,0,0,"1F-1,2F-2",
FIUNA_ALUMNO_011062,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,68,93,0,90,100,0,40,40,10,10,0,1,1,83.0,0,0,1F-4,
FIUNA_ALUMNO_011273,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,N,2024,68,93,0,90,100,0,40,40,10,10,0,1,1,83.0,0,0,1F-4,
FIUNA_ALUMNO_009049,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37286,N,2024,25,63,0,50,100,0,40,40,10,10,0,1,1,63.0,58,0,2F-1,
FIUNA_ALUMNO_010366,13012,FISICA 3,IND-PLS13 ,3,2,2024,2,37286,N,2024,25,63,0,50,100,0,40,40,10,10,0,1,1,63.0,58,0,2F-1,
FIUNA_ALUMNO_006557,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,18,43,0,40,100,0,40,40,10,10,0,1,1,0.0,34,0,,
FIUNA_ALUMNO_007397,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,18,43,0,40,100,0,40,40,10,10,0,1,1,0.0,34,0,,
FIUNA_ALUMNO_007080,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,30,80,0,50,100,0,40,40,10,10,0,1,1,73.0,66,0,2F-3,
FIUNA_ALUMNO_009058,13012,FISICA 3,CIV-PLS13 ,3,2,2024,2,37286,S,2024,30,80,0,50,100,0,40,40,10,10,0,1,1,73.0,66,0,2F-3,
FIUNA_ALUMNO_006563,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,15,0,0,10,90,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_007480,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,0,N,0,15,0,0,10,90,0,40,40,10,10,0,2,0,0.0,0,0,,
FIUNA_ALUMNO_007091,13012,FISICA 3,ELE-PLS13 ,3,2,2024,2,37286,N,2024,45,70,0,60,90,0,40,40,10,10,0,1,1,61.0,0,0,1F-2,
